"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","zipcode","d4_2","bf1_1"
"857",1,5,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,4,2,2,0.347206040588242,35.3921521486167,"Unpaid",48,NA,NA,"Co-parent","Some college or technical school","White","Private","Chose to stay-at-home","10033",NA,"Months"
"858",4,4,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,1,1.68406698756674,171.663934623501,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11224",NA,"Months"
"859",1,2,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,1.9514584054998,198.920251163064,NA,NA,NA,NA,"Co-parent","Some college or technical school","Asian",NA,NA,"10472",NA,"Months"
"860",3,5,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,1,0.517414818281915,52.7422389931846,NA,NA,NA,NA,"Co-parent","High school degree/GED","Hispanic",NA,NA,"11226",NA,"Never"
"861",2,5,1,2,3,77,2,2,2,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,2,1,1,2,4,4,2,4,0.721873816889144,73.5835929471685,"Unpaid",8,NA,NA,"Co-parent","Some college or technical school","Black/African American","Government",NA,"11412",NA,"Never"
"862",1,4,1,1,3,1,NA,NA,NA,1,1,"1",0,8,0,0,0,1,1,NA,1,1,2,1,2,2,5,4,3,4,1,1,0.46802518062171,47.7077483268542,"Paid",12,0,0,"Single Parent","Four year college or higher","Black/African American","Private",NA,"10026",NA,"Months"
"863",3,6,1,1,4,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,3,4,4,4,1,99,1.37082723109719,139.734106728849,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Other","Self-employed",NA,"10458",NA,"Weeks"
"864",1,4,1,2,3,1,NA,NA,NA,1,1,"1",0,8,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,1,1,4,4,2,6,1.18200138486074,120.486304852277,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Private","Not enough flexibility","10312",NA,"Weeks"
"865",1,11,1,1,2,1,NA,NA,NA,1,1,"3",1,0,1,5,0,1,1,NA,1,2,2,2,2,2,1,3,3,4,2,1,0.539711862829763,55.015069246267,"Both",6,5,83,"Co-parent","High school degree/GED","White","Private",NA,"11204",NA,"Months"
"866",2,5,1,1,2,1,NA,NA,NA,1,1,"1",0,0,6,0,0,2,1,NA,2,2,2,2,1,2,1,2,3,3,2,1,0.611777119817944,62.3609798635871,"Paid",6,0,0,"Co-parent","High school degree/GED","White","Private",NA,"11218",NA,"Months"
"867",2,9,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,1,3,2,4,4,2,10,0.28685133029794,29.2399461390062,"Unpaid",24,NA,NA,"Co-parent","Four year college or higher","Other","Government",NA,"11204",NA,"Still breastfeeding"
"868",1,5,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,0.531332229418393,54.1608984485978,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","White","Private","Not enough flexibility","11204",NA,"Months"
"869",4,10,1,2,5,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,1,5,3,4,2,3,1.00501945710577,102.445802722627,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Other","Self-employed","No affordable childcare","11210",NA,"Months"
"870",2,9,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,4,NA,2,2,2,2,1,2,2,2,4,4,2,6,1.15801186528543,118.040953598183,"Unpaid",16,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"10456",NA,"Months"
"871",2,12,1,1,3,2,2,2,2,1,1,"1",4,6,6,0,0,1,1,NA,1,2,2,2,2,2,1,4,4,4,2,12,0.341121284811718,34.7719077488791,"Paid",12,0,0,"Co-parent","Some college or technical school","Other","Private",NA,"11375",NA,"Months"
"872",2,11,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,1,8,1.64822849003175,168.010767888881,NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American",NA,NA,"10027",NA,"Months"
"873",1,10,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,1,2,1,2,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11234",NA,"Never"
"874",2,7,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,1,1.69401949105228,172.678434593096,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11273",NA,"Still breastfeeding"
"875",2,3,1,1,2,2,2,2,2,1,1,"2",NA,NA,NA,NA,NA,2,4,NA,1,2,1,2,2,2,2,4,4,4,2,2,0.633522369392758,64.5775633658718,"Unpaid",20,NA,NA,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"10033",NA,"Months"
"876",2,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,1,2.06742431191789,210.741137104586,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"10305",NA,"Weeks"
"877",2,12,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,2,1.98634400500592,202.476285048374,NA,NA,NA,NA,"Single Parent","Some college or technical school","Asian",NA,NA,"10462",NA,"Still breastfeeding"
"878",2,1,1,1,2,1,NA,NA,NA,1,1,"3",1,6,6,10,0,1,1,NA,1,1,1,2,2,1,1,2,2,4,2,99,0.514868985954841,52.4827317423545,"Both",16,10,62,"Single Parent","Four year college or higher","Black/African American","Private",NA,"10039",NA,"Months"
"879",1,5,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,9,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,0.720958035373122,73.4902435379962,"Unpaid",20,NA,NA,"Co-parent","Four year college or higher","White","Private","Looking for other jobs","10031",NA,"Months"
"880",2,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,3,2.16580187120216,220.769169855109,NA,NA,NA,NA,"Co-parent","High school degree/GED","Hispanic",NA,NA,"10452",NA,"Weeks"
"881",3,6,1,2,3,1,NA,NA,NA,1,1,"1",0,6,6,6,6,77,1,NA,2,2,2,2,1,2,1,3,4,4,2,9,0.484304748936715,49.3671922632047,"Paid",12,6,50,"Co-parent","Some college or technical school","Black/African American","Non-profit",NA,"11233",NA,"Still breastfeeding"
"882",2,3,1,1,2,1,NA,NA,NA,1,1,"3",20,4,12,2,4,2,1,NA,2,2,2,2,1,1,1,2,4,4,2,12,0.720958035373122,73.4902435379962,"Both",20,2,10,"Co-parent","Four year college or higher","White","Private",NA,"10023",NA,"Months"
"883",3,7,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,10,NA,NA,NA,NA,NA,NA,2,2,4,4,1,77,0.531723466202596,54.2007788371105,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private","other","10472",NA,"Still breastfeeding"
"884",1,6,1,1,3,1,NA,NA,NA,1,1,"3",6,6,0,1,0,1,1,NA,1,1,1,2,2,2,1,1,4,4,2,12,0.628748899947383,64.0909838219179,"Both",13,1,8,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"11422",NA,"Never"
"885",2,6,2,2,3,1,NA,NA,NA,1,1,"1",0,77,77,0,0,1,1,NA,2,2,2,2,2,2,1,3,4,4,2,12,0.793413894957552,80.8759698984201,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10014",NA,"Months"
"886",2,11,1,1,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,2,1,4,2,4,1.47198410314628,150.045446359848,"Unpaid",NA,NA,NA,"Co-parent","Some college or technical school","Black/African American","Government","Chose to stay-at-home","11210",NA,"Months"
"887",4,5,1,1,3,2,2,2,2,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,4,2,4,2,1,0.356432664787574,36.3326602311593,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Hispanic","Private","Chose to stay-at-home","11006",NA,"Never"
"888",1,8,1,2,3,1,NA,NA,NA,1,1,"3",9,0,8,1,0,1,1,NA,1,2,2,1,2,2,1,1,4,4,2,12,0.438199794202339,44.6675229544578,"Both",11,1,9,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"10462",NA,"Still breastfeeding"
"889",1,9,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,2,1,2,2,1,2,4,4,2,12,1.8057728089828,184.069913913584,"Unpaid",16,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11693",NA,"Still breastfeeding"
"890",1,10,1,2,3,1,NA,NA,NA,1,1,"1",8,8,2,0,0,1,1,NA,1,1,2,1,2,1,1,4,4,4,2,12,1.13119341413355,115.307237612281,"Paid",16,0,0,"Co-parent","Four year college or higher","Asian","Private",NA,"10023",NA,"Months"
"891",2,9,1,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,2,10,NA,NA,NA,NA,NA,NA,2,4,1,4,2,6,0.742975443950445,75.7345693364953,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private","other","10037",NA,"Less than 1 Week"
"892",3,9,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,99,0.531632348706385,54.1914908527084,NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American",NA,NA,"10303",NA,"Months"
"893",2,6,1,1,2,1,NA,NA,NA,1,1,"3",4,2,0,4,0,1,1,NA,1,2,2,2,2,2,2,3,4,4,2,99,1.01738971266888,103.706754191862,"Both",12,4,33,"Single Parent","Four year college or higher","White","Private",NA,"10475",NA,"Months"
"894",1,9,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,77,2,2,1,4,4,2,12,0.639025616794994,65.1385322045516,"Unpaid",7,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"07052",NA,"Months"
"895",1,3,1,1,2,1,NA,NA,NA,1,1,"1",8,0,1,0,0,2,1,NA,2,2,2,2,1,2,1,1,3,4,2,3,0.644443546870526,65.69080429417,"Paid",8,0,0,"Single Parent","High school degree/GED","White","Private",NA,"11219",NA,"Months"
"896",1,11,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,1,1,2,1,4,4,2,3,0.530816910003699,54.1083698027853,"Unpaid",8,NA,NA,"Co-parent","High school degree/GED","Hispanic","Private",NA,"10468",NA,"Months"
"897",1,3,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,3,2,2,2,7,0.885519387946263,90.2646649109175,"Unpaid",NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,"Chose to stay-at-home","10032",NA,"Months"
"898",1,12,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.655329346985773,66.8004390611387,"Unpaid",NA,NA,NA,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","11215",NA,"Still breastfeeding"
"899",2,9,1,1,2,2,2,2,1,1,2,"2",NA,NA,NA,NA,NA,1,4,NA,1,77,1,2,2,2,1,2,3,1,1,1,1.72294311506131,175.626739581923,"Unpaid",40,NA,NA,"Co-parent","Some college or technical school","Black/African American","Non-profit",NA,"10458",NA,"Months"
"900",1,10,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,1,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"94611",NA,"Months"
"901",2,6,1,2,3,1,NA,NA,NA,1,1,"3",0,0,12,4,0,2,1,NA,2,2,2,2,1,2,1,3,4,4,2,99,0.793413894957552,80.8759698984201,"Both",16,4,25,"Co-parent","Four year college or higher","White","Private",NA,"10065",NA,"Still breastfeeding"
"902",2,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2,1,1.68835778395126,172.101313299927,NA,NA,NA,NA,"Single Parent","Some college or technical school","Other",NA,NA,"10453",NA,"Weeks"
"903",3,10,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,99,3.13169076635275,319.226232059189,NA,NA,NA,NA,"Co-parent","High school degree/GED","Asian",NA,NA,"10426",NA,"Months"
"904",2,11,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,1,4,4,2,11,0.699889876915397,71.3426787422811,"Unpaid",8,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"11214",NA,"Weeks"
"905",2,5,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,1,1,77,2,2,1,3,3,4,1,2,2.66222702857979,271.371845633859,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Black/African American","Self-employed",NA,"10462",NA,"Months"
"906",2,4,1,1,3,1,NA,NA,NA,1,1,"1",6,0,4,0,0,1,2,10,NA,NA,NA,NA,NA,NA,1,3,4,4,2,7,0.581443828956421,59.2689816842915,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Private","other","33160",NA,"Months"
"907",3,5,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,77,2,2,2,2,3,4,4,2,5,0.491783512001863,50.1295336091005,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","White","Non-profit",NA,"11213",NA,"Months"
"908",1,2,1,1,3,1,NA,NA,NA,1,1,"3",0,4,0,3,0,1,1,NA,1,1,1,1,2,2,1,3,4,4,2,99,3.65303732831609,372.369249997195,"Both",4,3,75,"Co-parent","Four year college or higher","Asian","Private",NA,"11377",NA,"Months"
"909",3,99,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,77,1.08392572101413,110.489045556168,NA,NA,NA,NA,"Co-parent","No high school degree","Hispanic",NA,NA,"11432",NA,"Months"
"910",3,2,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,1,0.466107696163202,47.5122911810536,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11377",NA,"Months"
"911",1,5,1,2,3,1,NA,NA,NA,1,1,"1",77,0,12,0,0,1,4,NA,2,2,2,2,2,2,4,1,4,4,2,12,0.793413894957552,80.8759698984201,"Paid",20,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10026",NA,"Months"
"912",2,8,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,1,3,4,2,5,1.78486781321165,181.938980967414,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American","Government",NA,"11212",NA,"Months"
"913",1,10,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,2,4,3,4,4,2,7,0.291335542023372,29.6970404435414,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Other","Private",NA,"11226",NA,"Less than 1 Week"
"914",1,11,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,2,2,2,1,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",6,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"11206",NA,"Months"
"915",2,2,1,1,2,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,3,77,4,2,77,0.581443828956421,59.2689816842915,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","11218",NA,"Months"
"916",2,5,1,1,1,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,2,3,4,2,2,3,0.464232246430029,47.321118809193,"Unpaid",6,NA,NA,"Co-parent","Some college or technical school","White","Government",NA,"11213",NA,"Months"
"917",3,10,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,3,4,4,4,2,5,0.71367580610211,72.7479356970839,"Unpaid",6,NA,NA,"Co-parent","Some college or technical school","Asian","Private",NA,"11364",NA,"Months"
"918",2,3,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,1,1.11586655921031,113.744907704415,NA,NA,NA,NA,"Single Parent","Some college or technical school","Other",NA,NA,"11368",NA,"Months"
"919",3,7,2,2,4,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,3,4,NA,1,1,1,1,1,1,2,1,2,4,1,1,0.484493223626858,49.3864042702839,"Unpaid",4,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11373",NA,"Months"
"920",1,6,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,2,1,1,4,4,2,8,0.540291180279566,55.0741214773026,"Unpaid",6,NA,NA,"Co-parent","Four year college or higher","White","Government",NA,"11219",NA,"Months"
"921",1,4,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,2,2,2,2,1,1,4,4,2,12,0.563691153363334,57.4593778117003,"Unpaid",16,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11234",NA,"Months"
"922",1,3,1,1,2,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,1,2,4,2,2,0.47975138831949,48.9030493252556,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Other","Self-employed","Chose to stay-at-home","11369",NA,"Months"
"923",1,4,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,99,1.0028038781853,102.219959571633,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"11368",NA,"Months"
"924",3,2,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,2,1,1,3,4,4,2,9,0.628748899947383,64.0909838219179,"Unpaid",12,NA,NA,"Single Parent","Four year college or higher","Black/African American","Government",NA,"11429",NA,"Months"
"925",1,10,1,2,3,1,NA,NA,NA,1,1,"3",0,8,0,0,0,2,1,NA,2,2,2,2,1,1,1,2,4,4,2,10,1.01738971266888,103.706754191862,"Both",12,0,0,"Single Parent","Four year college or higher","Other","Non-profit",NA,"10457",NA,"Months"
"926",1,6,1,2,3,1,NA,NA,NA,1,1,"1",0,0,8,0,0,1,1,NA,1,2,2,2,2,2,1,1,4,4,2,12,0.655329346985773,66.8004390611387,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Self-employed",NA,"11231",NA,"Months"
"927",2,6,1,1,2,1,NA,NA,NA,1,1,"1",4,0,0,0,0,2,1,NA,2,2,2,2,1,2,2,2,4,4,2,12,0.819797902319495,83.5654012264639,"Paid",4,0,0,"Co-parent","Four year college or higher","Asian","Non-profit",NA,"10457",NA,"Months"
"928",2,11,1,1,3,1,NA,NA,NA,1,1,"3",6,6,6,0,0,2,1,NA,2,1,2,1,2,2,1,1,3,4,2,3,0.57126084065409,58.2309874411238,"Both",20,0,0,"Co-parent","Some college or technical school","Other","Government",NA,"10032",NA,"Months"
"929",2,6,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,1,NA,77,2,2,2,1,1,1,3,4,4,2,12,0.655329346985773,66.8004390611387,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"11215",NA,"Months"
"930",4,12,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,1,1.52379403947044,155.326648109933,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11373",NA,"Months"
"931",3,8,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,4,1.84464774186485,188.032597100196,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"11225",NA,"Months"
"932",3,3,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,99,1,2,1,3,4,4,2,1,0.530699517622434,54.0964035103448,"Unpaid",36,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11370",NA,"Months"
"933",4,8,1,1,3,1,NA,NA,NA,1,1,"1",3,0,0,8,0,2,4,NA,2,1,1,1,2,2,3,3,2,77,1,1,0.793505050574742,80.8852617686517,"Paid",12,8,67,"Co-parent","High school degree/GED","Other","Private",NA,"10467",NA,"Months"
"934",2,1,1,1,2,1,NA,NA,NA,1,1,"1",10,0,0,0,0,1,1,NA,1,2,2,1,2,1,2,5,4,4,2,99,0.578860535240066,59.0056558386384,"Paid",10,0,0,"Co-parent","Four year college or higher","White","Government",NA,"11421",NA,"Months"
"935",1,3,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,1,3,4,4,2,11,0.268127328316087,27.3313309379284,"Unpaid",7,NA,NA,"Co-parent","Some college or technical school","Other","Private",NA,"10039",NA,"Months"
"936",2,11,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,2,0.480836548350631,49.0136641891636,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11225",NA,"Months"
"937",3,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,77,1.27149238100254,129.608493354573,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11219",NA,"Months"
"938",2,7,1,1,2,1,NA,NA,NA,1,1,"1",4,0,5,0,0,2,1,NA,2,2,2,2,1,2,1,2,4,4,2,99,0.639025616794994,65.1385322045516,"Paid",10,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"11207",NA,"Months"
"939",2,12,1,1,6,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,4,3,4,2,5,0.720958035373122,73.4902435379962,"Unpaid",8,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"10034",NA,"Months"
"940",5,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2,10,1.96655586159544,200.459197496741,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10314",NA,"Months"
"941",2,10,1,1,2,1,NA,NA,NA,1,1,"3",6,0,77,1,0,1,1,NA,1,2,1,1,1,1,1,2,4,4,2,12,0.397104384263654,40.4784973295132,"Both",12,1,8,"Co-parent","Four year college or higher","White","Private",NA,"11375",NA,"Months"
"942",2,10,1,2,3,1,NA,NA,NA,1,1,"1",0,0,6,0,0,1,1,NA,2,1,2,2,2,2,1,2,4,4,2,12,0.720958035373122,73.4902435379962,"Paid",16,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10033",NA,"Weeks"
"943",3,5,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,3,1,NA,2,2,1,1,1,2,2,1,4,4,1,1,2.15029056755909,219.18803832402,"Unpaid",12,NA,NA,"Single Parent","High school degree/GED","Black/African American","Self-employed",NA,"11411",NA,"Months"
"944",4,4,1,2,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,1,0.35836544137538,36.5296761671408,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11211",NA,"Never"
"945",1,2,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,3,4,3,2,12,1.35459201273748,138.079183567434,"Unpaid",4,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"10036",NA,"Months"
"946",3,5,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,1,1,3,4,4,2,12,0.487755862489625,49.7189785850666,"Unpaid",8,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private",NA,"10453",NA,"Months"
"947",3,11,2,2,5,1,NA,NA,NA,1,1,"3",4,6,0,6,0,2,1,NA,1,1,1,2,1,2,4,3,3,4,2,6,0.775874934286471,79.0881508744543,"Both",12,6,50,"Co-parent","Some college or technical school","Black/African American","Non-profit",NA,"10453",NA,"Never"
"948",2,8,1,2,3,2,2,2,2,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,2,3,4,2,1,1.0736236532485,109.43891304929,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Private","Chose to stay-at-home","10457",NA,"Months"
"949",3,4,1,1,2,1,NA,NA,NA,1,1,"1",2,2,3,4,0,1,1,NA,1,1,1,77,1,1,3,3,3,4,1,1,0.620541703217349,63.2543902105541,"Paid",8,4,50,"Co-parent","No high school degree","Black/African American","Self-employed",NA,"10472",NA,"Months"
"950",1,10,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,0.459748156238018,46.8640368930637,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Private","Not enough flexibility","11109",NA,"Months"
